Scenario,region,sector,input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Eastern,other industrial energy use,elect_td_ind,0.0070934,0.0156174,0.0198058,0.0323812,0.0569359,0.125191,0.2600551,0.4791102,0.79644897,1.2109265,1.753016504,2.479723124,3.390973603,4.44834294,5.60308781,6.79277496,7.95557302,9.0503413,10.0599029,11.0040819,11.8770978,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Eastern,process heat food processing,elect_td_ind,0,0,0,0,0,1.85E-04,7.64E-04,0.002171368,0.00415823,0.006084885,0.008395992,0.011223346,0.014344097,0.017273264,0.019748249,0.021949249,0.024088744,0.026219749,0.028173865,0.029877746,0.031384306,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Eastern,refining,elect_td_ind,0,0,3.27E-06,4.35E-06,0.001417777,0.002312882,0.003377536,0.004781524,0.006812855,0.009105575,0.011582434,0.014409623,0.017578655,0.02102273,0.024858671,0.029184104,0.034087044,0.039557446,0.045442332,0.051356425,0.057472589,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Eastern,H2 wholesale dispensing,elect_td_trn,0,0,0,0,0,1.29E-04,0.001120448,0.004558629,0.00994661,0.016999772,0.025687863,0.035605757,0.047889118,0.063641028,0.083242173,0.106652641,0.13254169,0.16074392,0.190216,0.22002511,0.25081948,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Eastern,trn_aviation_intl,elect_td_trn,0,0,0,0,0,0,0,1.05E-08,1.17E-07,1.27E-06,1.27E-05,3.13E-05,6.98E-05,1.37E-04,2.33E-04,3.49E-04,4.72E-04,5.98E-04,7.25E-04,8.54E-04,9.94E-04,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Eastern,trn_freight,elect_td_trn,0,9.80E-06,0,0,0,2.76E-05,1.48E-04,3.34E-04,4.90E-04,6.24E-04,7.63E-04,9.40E-04,0.001144656,0.001375509,0.001633349,0.001918667,0.002227219,0.002560094,0.002913787,0.003285282,0.003728167,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Eastern,trn_freight_road,elect_td_trn,0,0,0,0,0,5.63E-05,9.24E-04,0.005546505,0.015127081,0.032099938,0.061331028,0.089134425,0.116013002,0.14310925,0.17097669,0.20184222,0.23534937,0.27128329,0.30978752,0.35121995,0.39327194,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Eastern,trn_pass,elect_td_trn,0,9.80E-06,0,0,6.55E-07,1.96E-06,4.71E-06,1.45E-04,5.00E-04,0.001737764,0.005637371,0.014155821,0.031318542,0.060071071,0.100447796,0.149950157,0.206395679,0.269240304,0.33796419,0.41232406,0.49379376,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Eastern,trn_pass_road,elect_td_trn,0,0,0,0,0,2.19E-04,0.00122472,0.00417834,0.00792814,0.0113998,0.0148696,0.0172326,0.0194172,0.0211188,0.0218553,0.0219938,0.0216236,0.0208731,0.019893,0.018809,0.0177238,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Eastern,trn_pass_road_LDV,elect_td_trn,0,0,0,0,0,0.00192235,0.003561,0.00417367,0.00459316,0.00505096,0.00508003,0.00514139,0.00498957,0.00471685,0.00436721,0.00396861,0.00355329,0.00312972,0.00279451,0.00247473,0.00221451,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Eastern,trn_pass_road_LDV_4W,elect_td_trn,0,0,0,0,0,0.001006295,0.009229494,0.019173367,0.029703984,0.040530151,0.051764851,0.067585553,0.086053193,0.107443756,0.131734669,0.15724418,0.18243971,0.20602767,0.22688525,0.24466645,0.26064606,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Eastern,trn_shipping_intl,elect_td_trn,0,0,0,0,0,0,0,8.61E-07,2.98E-06,1.13E-05,3.44E-05,6.82E-05,1.00E-04,1.25E-04,1.42E-04,1.56E-04,1.66E-04,1.75E-04,1.84E-04,1.95E-04,2.07E-04,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,comm cooling,elect_td_bld,0.00109208,0.00744773,0.0134572,0.0175945,0.02339,0.0314057,0.0442025,0.0588388,0.0749759,0.0923091,0.109688,0.127056,0.143881,0.158946,0.171485,0.180485,0.185723,0.187351,0.186242,0.182464,0.178107,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,comm others,elect_td_bld,0.0111009,0.0757055,0.136792,0.178847,0.251432,0.352987,0.512908,0.697238,0.90233,1.12387,1.34735,1.571,1.78803,1.98486,2.15433,2.28732,2.38485,2.45428,2.49937,2.52181,2.55074,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,municipal wastewater treatment,elect_td_bld,0.00274484,0.0061065,0.00726502,0.00865535,0.00989761,0.0117876,0.0140255,0.0163005,0.0185434,0.0207643,0.0228547,0.0248393,0.0266849,0.0283385,0.0297584,0.0308705,0.031693,0.0323447,0.0328742,0.0330218,0.0329508,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,municipal water abstraction,elect_td_bld,0.00186353,0.00420445,0.00432573,0.00500326,0.00507151,0.00542571,0.00585508,0.00624612,0.00657452,0.00686425,0.00708998,0.00726656,0.00739423,0.00746584,0.00749349,0.00746554,0.00738871,0.00730601,0.00722073,0.00706957,0.00689445,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,municipal water distribution,elect_td_bld,0.0050433,0.01108,0.0121937,0.0145272,0.0149005,0.0159622,0.0172571,0.0184439,0.0194698,0.0203893,0.0211311,0.0217308,0.0221834,0.0224856,0.0226554,0.0226591,0.0225231,0.0223326,0.0221183,0.0217046,0.0212098,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,municipal water treatment,elect_td_bld,0.00472162,0.0103641,0.0114148,0.0136365,0.0138225,0.0147879,0.0159581,0.0170239,0.017919,0.0187086,0.0193239,0.0198051,0.0201531,0.0203483,0.0204236,0.0203475,0.020138,0.0199126,0.0196802,0.0192682,0.0187909,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,resid cooling modern_d1,elect_td_bld,3.06E-04,0.00116841,0.00202317,0.00331185,0.00476278,0.00605584,0.00779621,0.00960113,0.0115082,0.0134312,0.0153357,0.017135,0.0187612,0.0200985,0.020962,0.0213431,0.0212884,0.0208864,0.0202395,0.0194016,0.0186739,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,resid cooling modern_d10,elect_td_bld,0.0107746,0.0230854,0.0246104,0.0356397,0.0396686,0.0420261,0.0443508,0.045566,0.0457879,0.0453083,0.044177,0.0425866,0.0407345,0.038645,0.0364103,0.0340805,0.0317166,0.0293936,0.0271324,0.0249251,0.0230295,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,resid cooling modern_d2,elect_td_bld,6.55E-04,0.00236414,0.00364639,0.00565811,0.00726732,0.00890494,0.0115526,0.0141765,0.0164834,0.0186317,0.0205835,0.022289,0.0235933,0.0244691,0.0248549,0.0247245,0.0241661,0.0232975,0.0222345,0.0210184,0.0199698,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,resid cooling modern_d3,elect_td_bld,9.82E-04,0.00331832,0.0047531,0.0073508,0.00913165,0.0112034,0.0140144,0.0167603,0.0191414,0.0213505,0.0232545,0.0247392,0.0257964,0.0263928,0.0264321,0.0259724,0.0251289,0.0240349,0.0227938,0.021468,0.0203362,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,resid cooling modern_d4,elect_td_bld,0.00126608,0.00411066,0.00576492,0.00866391,0.0108335,0.0129579,0.0159573,0.0187657,0.0212549,0.0235221,0.0252842,0.0266102,0.0274553,0.0278213,0.0276351,0.0269623,0.025936,0.0246802,0.0233011,0.0218434,0.0206223,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,resid cooling modern_d5,elect_td_bld,0.00165125,0.00512097,0.00679964,0.0102591,0.0124084,0.0147487,0.0179525,0.0208112,0.0232864,0.0253706,0.0271051,0.0283655,0.0290439,0.0291346,0.028673,0.0277698,0.0265636,0.0251871,0.0237043,0.0221621,0.020868,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,resid cooling modern_d6,elect_td_bld,0.00210203,0.0062229,0.00801765,0.011954,0.014058,0.0166812,0.0200279,0.0228125,0.0253256,0.0274316,0.0289895,0.0300067,0.030485,0.0303499,0.0296654,0.028557,0.027181,0.0256642,0.0240855,0.0224619,0.0211012,EJ
"Reference,date=2024-4-8T17:03:12-04:00",Africa_Northern,resid cooling modern_d7,elect_td_bld,0.00268997,0.00763363,0.00955348,0.0141585,0.0161259,0.0190486,0.0224395,0.0253755,0.0280631,0.030029,0.0313045,0.0319179,0.0319233,0.0314162,0.0304634,0.0291842,0.0276775,0.0260584,0.0243966,0.0227164,0.021302,EJ
