return-period,upper,lower
1263,103.558207028284,87.0522846307718
1264,103.56701730774142,87.05953225064778
1265,103.57582027552968,87.06677365734568
1266,103.58461594349157,87.07400886109897
1267,103.5934043234426,87.0812378721171
1268,103.60218542716896,87.08846070058406
1269,103.61095926642732,87.095677356658
1270,103.61972585294754,87.10288785047364
1271,103.62848519843241,87.11009219214192
1272,103.63723731455266,87.11729039174604
1273,103.64598221295442,87.12448245934749
1274,103.65471990525734,87.1316684049846
1275,103.66345040304807,87.13884823866705
1276,103.6721737178893,87.14602197038352
1277,103.68088986131482,87.15318961009736
1278,103.68959884483387,87.16035116775038
1279,103.69830067992291,87.16750665325608
1280,103.70699537803645,87.17465607650848
1281,103.71568295059572,87.18179944737278
1282,103.7243634090008,87.18893677569545
1283,103.73303676462118,87.19606807129638
1284,103.74170302879982,87.20319334397229
1285,103.75036221285312,87.21031260349667
1286,103.7590143280705,87.21742585961947
1287,103.76765938571577,87.22453312206821
1288,103.7762973970252,87.2316344005463
1289,103.78492837320555,87.23872970473171
1290,103.79355232544349,87.24581904428442
1291,103.80216926489248,87.25290242883574
1292,103.81077920268363,87.2599798679973
1293,103.81938214992223,87.26705137135812
1294,103.82797811768263,87.27411694848054
1295,103.83656711702085,87.28117660891036
1296,103.84514915895973,87.2882303621649
1297,103.85372425449847,87.29527821774059
1298,103.8622924146121,87.3023201851128
1299,103.87085365024974,87.3093562737342
1300,103.87940797233111,87.31638649303203
1301,103.88795539175425,87.3234108524143
1302,103.89649591939029,87.33042936126576
1303,103.90502956608508,87.33744202894894
1304,103.91355634265864,87.34444886480387
1305,103.9220762599065,87.35144987814927
1306,103.93058932859971,87.35844507828223
1307,103.93909555947934,87.36543447447414
1308,103.94759496326775,87.37241807597967
1309,103.95608755065861,87.37939589202851
1310,103.96457333232134,87.38636793182931
1311,103.97305231890263,87.39333420457066
1312,103.98152452102113,87.40029471941696
1313,103.98998994927226,87.40724948551214
1314,103.9984486142261,87.4141985119781
1315,104.00690052643053,87.42114180791724
1316,104.0153456964076,87.42807938240954
1317,104.0237841346534,87.43501124451228
1318,104.03221585164245,87.44193740326395
1319,104.04064085782288,87.44885786767996
1320,104.04905916361908,87.45577264675508
1321,104.0574707794317,87.4626817494633
1322,104.06587571563888,87.46958518475891
1323,104.07427398259281,87.47648296157365
1324,104.08266559062102,87.48337508881777
1325,104.09105055003106,87.49026157538394
1326,104.09942887110212,87.49714243014027
1327,104.10780056409293,87.50401766193689
1328,104.1161656392381,87.5108872796029
1329,104.12452410674813,87.5177512919464
1330,104.13287597680889,87.52460970775404
1331,104.14122125958649,87.53146253579509
1332,104.14955996522195,87.53830978481703
1333,104.15789210382945,87.54515146354404
1334,104.16621768550586,87.55198758068498
1335,104.17453672032222,87.55881814492628
