return-years,Max Surge (m)
1.2693999922583235,2.339675750039908
1.2695418508813516,2.9593280107948168
1.2696838000729835,2.990724577648071
1.2698258399077649,3.565432269195975
1.2699679704603202,3.57469808017613
1.2701101918053543,3.675102527407435
1.2702525040176509,3.683276918360579
1.2703949071720746,3.9946593384459597
1.2705374013435697,4.15226018180003
1.2706799866071607,4.3091907669476095
1.2708226630379522,4.357103366314888
1.27096543071113,4.458332130461489
1.2711082897019592,4.535839139601375
1.271251240085786,4.592051003959419
1.271394281938038,4.758504959510665
1.2715374153342225,4.768512254645103
1.2716806403499281,4.923107503292445
1.2718239570608247,4.942296134248654
1.2719673655426638,4.946865286089066
1.2721108658712765,4.949830062860163
1.272254458122577,4.958028222371475
1.27239814237256,4.980032883222097
1.2725419186973022,4.994146931776077
1.2726857871729618,5.009470971245061
1.2728297478757788,5.009999774456272
1.2729738008820755,5.015356910248142
1.2731179462682551,5.056715080153759
1.2732621841108045,5.109899678330267
1.2734065144862916,5.118074879011437
1.2735509374713674,5.146516214055748
1.2736954531427647,5.184690895411529
1.2738400615772993,5.255933946109893
1.27398476285187,5.262517283345826
1.2741295570434577,5.29316738284646
1.2742744442291263,5.314823591027845
1.2744194244860232,5.336813508843515
1.2745644978913788,5.341398188213402
1.2747096645225062,5.390798425073196
1.2748549244568026,5.477126234146816
1.2750002777717482,5.479170837571776
1.275145724544907,5.520311956275437
1.2752912648539265,5.534641664274773
1.275436898776538,5.552197381310345
1.2755826263905572,5.578289894473456
1.275728447773883,5.643857132803386
1.2758743630044993,5.656189769481485
1.2760203721604737,5.656345854138104
1.2761664753199582,5.676713134157335
1.2763126725611897,5.693288150908656
1.2764589639624893,5.6936402472075995
1.2766053496022627,5.731237795600524
1.276751829559001,5.750567749354975
1.2768984039112803,5.760218440334347
1.2770450727377602,5.777581283990685
1.2771918361171881,5.785361426796788
1.2773386941283942,5.852532294336872
1.2774856468502955,5.895475749038968
1.2776326943618945,5.899658776091251
1.2777798367422786,5.916586692336546
1.2779270740706214,5.962856463744895
1.2780744064261826,6.03169146041574
1.2782218338883078,6.041391334590427
1.278369356536428,6.070633722150358
1.2785169744500613,6.0873230777133704
1.278664687708812,6.089171569142257
1.2788124963923702,6.110921188962639
1.2789604005805135,6.11201436886718
1.2791084003531057,6.168201749302594
1.2792564957900971,6.170135035701033
1.2794046869715259,6.203351671937029
1.2795529739775158,6.209484036291159
1.2797013568882796,6.217456684916332
1.279849835784116,6.223205949612197
1.279998410745411,6.234937377504675
1.2801470818526393,6.2455522456343875
1.2802958491863623,6.293844206682441
1.2804447128272296,6.310257407387328
1.280593672855978,6.3296568721267645
1.2807427293534333,6.362794934541724
1.2808918824005084,6.374967276466077
1.2810411320782056,6.41204807450869
1.2811904784676145,6.424337871450584
1.2813399216499137,6.431904956146613
1.2814894617063701,6.447331008494643
1.2816390987183401,6.460920632182335
1.2817888327672677,6.468193201443944
1.281938663934687,6.47643925937805
1.2820885923022205,6.49149387439912
1.2822386179515803,6.494120169617972
1.2823887409645678,6.50023487820805
1.2825389614230733,6.5386542368358045
1.2826892794090774,6.547450719240651
1.2828396950046501,6.566431435805416
1.282990208291951,6.579261501938926
1.2831408193532305,6.6063698022710176
1.2832915282708277,6.626920391767722
1.2834423351271729,6.660297190784077
1.283593240004787,6.676703432972813
1.2837442429862798,6.7293122193638615
1.283895344154353,6.749241608632556
1.2840465435917994,6.75092718977745
1.284197841381501,6.759270288438028
1.284349237606432,6.76740761465893
1.2845007323496573,6.782255408271897
1.2846523256943325,6.828569873888016
1.2848040177237057,6.836843977894954
1.284955808521115,6.856472501360531
1.285107698169991,6.869494018355775
1.285259686753856,6.887014862884192
1.2854117743563238,6.9059513158667
1.2855639610611,6.914094382512331
1.2857162469519827,6.928836003605097
1.2858686321128618,6.940952036810975
1.2860211166277202,6.9449322716634905
1.2861737005806322,6.947072376948925
1.2863263840557655,6.950107853141292
1.2864791671373799,6.980423373565967
1.286632049909829,7.016744964196683
1.2867850324575583,7.035308783068036
1.2869381148651071,7.045052500644528
1.2870912972171074,7.047392715083842
1.2872445795982848,7.0919426321947086
1.2873979620934588,7.114458153653938
1.2875514447875418,7.117531294670114
1.28770502776554,7.146110666126533
1.2878587111125537,7.149131330279783
1.2880124949137775,7.152004775829643
1.2881663792544997,7.156568422187453
1.288320364220103,7.1721527205965705
1.288474449896064,7.172205777023814
1.288628636367955,7.190318137997938
1.2887829237214417,7.19548997917444
1.288937312042285,7.197322113319449
1.2890918014163413,7.208649910026639
1.289246391929561,7.224918353760177
1.2894010836679901,7.231485500368412
1.2895558767177702,7.2608462820426185
1.2897107711651385,7.262521830917967
1.289865767096427,7.272859937857699
1.290020864598064,7.276485163452814
1.2901760637565733,7.293764099763182
1.2903313646585748,7.306122592191147
1.2904867673907847,7.307496177975931
1.290642272040015,7.347149665503074
1.2907978786931742,7.358630503260297
1.2909535874372677,7.381567364413881
1.2911093983593973,7.386203907160583
1.2912653115467612,7.393484140588917
1.291421327086655,7.41185381149963
1.291577445066471,7.414740447826697
1.291733665573699,7.419565539476243
1.2918899886959256,7.43067125421038
1.2920464145208357,7.436103819601473
1.292202943136211,7.441592377162495
1.292359574629931,7.4483978560924475
1.2925163090899734,7.449492485874474
1.292673146604414,7.456198358024848
1.2928300872614258,7.457778253894244
1.292987131149281,7.460196348757689
1.2931442783563503,7.475731006332682
1.293301528971102,7.493343585690589
1.2934588830821039,7.493984297243092
1.2936163407780221,7.494435629854244
1.293773902147622,7.495088976612879
1.2939315672797682,7.5015512965990006
1.2940893362634238,7.511581147993487
1.2942472091876525,7.514320008989225
1.294405186141616,7.5383636536610155
1.2945632672145764,7.55388196265135
1.2947214524958963,7.559716838005067
1.294879742075037,7.584570680028358
1.2950381360415604,7.591893609547248
1.2951966344851287,7.596060738511456
1.2953552374955044,7.599903372370176
1.29551394516255,7.635202266138096
1.2956727575762295,7.6486797220447755
1.295831674826607,7.670829149336917
1.295990697003848,7.674001896515257
1.296149824198218,7.681915986308401
1.2963090565000852,7.698143641654986
1.2964683939999182,7.725301100803571
