return-period,rp
15.0,40.046097280990416
15.999859998599986,40.83975483277108
16.99971999719997,41.58198030526273
17.99957999579996,42.278943147769404
18.999439994399943,42.935769920353636
19.99929999299993,43.556766437665416
20.999159991599917,44.145583796650904
21.9990199901999,44.70534447577832
22.99887998879989,45.23873949591401
23.998739987399873,45.74810425910412
24.99859998599986,46.23547844160947
25.998459984599847,46.70265380009431
26.99831998319983,47.15121270288677
27.998179981799815,47.58255946373643
28.998039980399803,47.99794603234743
29.99789997899979,48.39849321812252
30.997759977599777,48.78520834714439
31.99761997619976,49.15900004780496
32.997479974799745,49.52069070735568
33.99733997339973,49.871027025871335
34.99719997199972,50.210689005743596
35.99705997059971,50.54029764677033
36.996919969199695,50.86042156406207
37.99677996779968,51.17158270463743
38.99663996639966,51.47426130598467
39.99649996499965,51.768900213992595
40.99635996359963,52.055908656986844
41.99621996219962,52.33566555599322
42.996079960799605,52.608522437916676
43.99593995939959,52.87480600740672
44.99579995799958,53.134820424253704
45.99565995659957,53.38884932583326
46.995519955199555,53.63715762806817
47.995379953799535,53.87999313336243
48.99523995239952,54.117587969791
49.99509995099951,54.350159882338914
50.9949599495995,54.57791339405631
51.99481994819948,54.80104085253052
52.994679946799465,55.019723374990896
53.99453994539945,55.234131703593846
54.99439994399944,55.44442698093142
55.99425994259943,55.65076145451944
56.99411994119941,55.85327911792283
57.993979939799395,56.05211629522944
58.99383993839938,56.24740217476869
59.99369993699937,56.439259297268606
60.99355993559936,56.6278040030363
61.99341993419934,56.81314684221624
62.993279932799325,56.995392951721975
63.99313993139931,57.17464240203492
64.9929999299993,57.350990516712386
65.99285992859929,57.52452816713853
66.99271992719926,57.69534204478478
67.99257992579925,57.863514913003705
68.99243992439924,58.029125840175084
69.99229992299922,58.1922504158342
70.99215992159921,58.35296095125141
71.9920199201992,58.51132666578336
72.99187991879919,58.66741386019022
73.99173991739917,58.82128607799551
74.99159991599916,58.973004255864694
75.99145991459915,59.122626863886325
76.99131991319913,59.270210036557145
77.99117991179912,59.415807695200684
78.99103991039911,59.55947166248164
79.99089990899908,59.701251769620505
80.99075990759907,59.841195956858925
81.99061990619906,59.97935036767848
82.99047990479905,60.11575943723379
83.99033990339903,60.250465975419445
84.99019990199902,60.38351124495677
85.99005990059901,60.51493503485477
86.989919899199,60.64477572956898
